362,J P Morgan Chase & Co,Stock,Dividend (Of Cash),2020-07-31,0.0,540.0,USD
366,Comcast Corp Class                  A,Stock,Dividend (Of Cash),2020-07-22,0.0,207.0,USD
367,Cisco Systems Inc,Stock,Dividend (Of Cash),2020-07-22,0.0,225.0,USD
368,Becton Dickinson&co,Stock,Sell,2020-07-20,-10.0,2666.09,USD
369,Apple Inc,Stock,Sell,2020-07-20,-10.0,3911.71,USD
370,Comcast Corp Class                  A,Stock,Sell,2020-07-20,-150.0,6287.11,USD
371,Johnson & Johnson,Stock,Sell,2020-07-20,-25.0,3735.92,USD
372,Kroger Co,Stock,Sell,2020-07-20,-200.0,6792.85,USD
373,iShares MSCI Emerging Markets ETF,ETF,Sell,2020-07-20,-250.0,10803.51,USD
374,Exxon Mobil Corp,Stock,Sell,2020-07-20,-50.0,2133.7,USD
375,L3harris Technologies In,Stock,Sell,2020-07-20,-40.0,6688.25,USD
376,iShares Core S&P Mid Cap ETF,ETF,Sell,2020-07-20,-25.0,4556.65,USD
377,Amgen Inc.,Stock,Sell,2020-07-20,-10.0,2598.19,USD
379,Microsoft Corp,Stock,Sell,2020-07-20,-15.0,3157.58,USD
380,Adobe Inc,Stock,Sell,2020-07-20,-10.0,4543.5,USD
381,Home Depot Inc,Stock,Sell,2020-07-20,-15.0,3909.89,USD
382,Intel Corp,Stock,Sell,2020-07-20,-150.0,9138.55,USD
383,J P Morgan Chase & Co,Stock,Sell,2020-07-20,-90.0,8790.56,USD
384,Vanguard FTSE Developed Markets ETF,ETF,Sell,2020-07-20,-200.0,8110.82,USD
386,Cerner Corp,Stock,Dividend (Of Cash),2020-07-17,0.0,31.5,USD
389,iShares MSCI EAFE Growth ETF,ETF,Sell,2020-07-15,-100.0,8726.81,USD
390,Microsoft Corp,Stock,Sell,2020-07-15,-75.0,15713.71,USD
391,Apple Inc,Stock,Sell,2020-07-15,-50.0,19696.31,USD
392,Adobe Inc,Stock,Sell,2020-07-15,-10.0,4347.5,USD
393,Home Depot Inc,Stock,Sell,2020-07-15,-25.0,6500.11,USD
394,Discover Finl S,Stock,Sell,2020-07-15,-60.0,2965.73,USD
395,WalMart Inc,Stock,Sell,2020-07-15,-75.0,9849.59,USD
396,J P Morgan Chase & Co,Stock,Sell,2020-07-15,-60.0,6034.07,USD
397,Schwab Value Advantage Money Fund,Money Market Fund,Dividend (Of Cash),2020-07-15,0.0,21.31,USD
398,Vanguard FTSE Developed Markets ETF,ETF,Sell,2020-07-15,-100.0,4058.41,USD
399,Eastman Chemical Co,Stock,Sell,2020-07-15,-50.0,3750.67,USD
400,Prudential Finl,Stock,Sell,2020-07-15,-60.0,3806.92,USD
401,Eastman Chemical Co,Stock,Dividend (Of Cash),2020-07-10,0.0,330.0,USD
403,Comcast Corp Class                  A,Stock,Sell,2020-07-08,-150.0,5993.12,USD
404,Vanguard FTSE Developed Markets ETF,ETF,Sell,2020-07-08,-1000.0,39434.13,USD
405,Adobe Inc,Stock,Sell,2020-07-08,-10.0,4535.2,USD
406,Schwab Value Advantage Money Fund,Money Market Fund,Sell,2020-07-08,-260000.0,260000.0,USD
407,Walt Disney Co,Stock,Sell,2020-07-08,-50.0,5656.62,USD
408,L3harris Technologies In,Stock,Sell,2020-07-08,-50.0,8336.32,USD
409,Intel Corp,Stock,Sell,2020-07-08,-250.0,14550.93,USD
410,J P Morgan Chase & Co,Stock,Sell,2020-07-08,-100.0,9224.8,USD
411,Microsoft Corp,Stock,Sell,2020-07-08,-50.0,10506.02,USD
412,Verizon Communicatn,Stock,Sell,2020-07-08,-100.0,5510.38,USD
413,Home Depot Inc,Stock,Sell,2020-07-08,-60.0,14941.47,USD
414,Becton Dickinson&co,Stock,Sell,2020-07-08,-25.0,6298.86,USD
415,Norfolk Southern Co,Stock,Sell,2020-07-08,-25.0,4338.78,USD
416,Kroger Co,Stock,Sell,2020-07-08,-100.0,3354.11,USD
417,Discover Finl S,Stock,Sell,2020-07-08,-150.0,7199.09,USD
418,Chevron Corp,Stock,Sell,2020-07-08,-50.0,4306.15,USD
419,Change Healthcare Inc,Stock,Sell,2020-07-08,-171.0,1805.72,USD
420,Merck & Co. Inc.,Stock,Dividend (Of Cash),2020-07-07,0.0,122.0,USD
421,Kroger Co,Stock,Sell,2020-07-02,-200.0,6780.85,USD
423,Nike Inc Class                  B,Stock,Dividend (Of Cash),2020-07-01,0.0,55.13,USD
424,Mckesson Corp Exchange Offer,Stock,Dividend (Of Cash),2020-07-01,0.0,34.85,USD
344,Apple Inc,Stock,Split,2020-08-31,570.0,0.0,USD
